User ID,name,Gender,Age,EstimatedSalary,Purchased
10649,John Moran,Male,58,67162,-1
10650,Cathy Ibarra,Male,44,139638,1
10651,Kevin Dillon,Female,43,20327,0
10652,Tony Jordan,Male,23,137182,0
10653,Samantha Brewer,Female,23,103292,1
10654,Felicia Garza,Male,23,137026,1
10655,Ms. Jennifer Gross DVM,Female,54,118117,1
10656,Anne Hernandez,Female,34,120628,1
10657,Michael Dodson,Male,48,33224,0
10658,Darius Rush,Female,49,133960,1
10659,Wayne Young,Female,20,19047,1
10660,Melissa Alexander,Male,56,62400,1
10661,Jordan Scott,Male,53,115510,0
10662,Cheryl Parks,Female,38,144700,0
10663,Anthony Wilcox,Female,57,72396,0
10664,Donald Hopkins,Male,23,116480,1
10665,Kelly Williams,Female,33,25986,1
10666,Mark Larsen,Female,55,26917,1
10667,Michael Ayers,Female,58,34670,1
10668,Christopher Hart,Male,27,102946,0
10669,Ralph Nelson,Female,40,140347,0
10670,James Franklin,Male,32,56689,1
10671,Lisa Kaiser,Male,40,20165,0
10672,Michael Richards,Female,37,90371,1
10673,Ashley Santana,Male,52,25671,1
10674,Allen Gonzalez,Male,32,9551,1
10675,Lindsey Moore,Female,30,52544,-1
10676,Jill Zimmerman,Female,41,133547,0
10677,Christina Harrington,Male,47,51724,0
10678,Cheryl Brown,Male,34,120488,1
10679,Joshua Lopez,Female,51,33408,0
10680,Tony Moreno,Female,55,57720,0
10681,Alexa Maxwell,Male,35,60708,0
10682,Stephanie Wood,Male,21,119786,-1
10683,John Mcpherson,Female,37,113616,0
10684,Michael Weber,Female,57,121255,1
10685,Lisa Coleman,Female,33,77394,1
10686,Herbert Hickman,Male,38,53876,1
10687,Joseph Jordan,Male,35,59836,1
10688,Sarah Thompson,Male,33,66919,0
10689,Robert Moran MD,Female,57,120477,0
10690,William Hamilton,Female,52,135065,0
10691,Chad Vincent,Male,38,90294,0
10692,Carrie Burgess,Female,36,48147,1
10693,Andrew Johnson,Male,37,134422,1
10694,Mr. Mark Duncan,Female,32,121684,0
10695,Ryan Gill,Male,20,50131,0
10696,Brittany Lowe,Female,57,37122,0
10697,Savannah Bullock,Male,38,22530,0
10698,Russell Barajas,Female,53,11710,1
10699,Yolanda Nicholson,Male,29,106956,-1
10700,David Rosales,Female,37,26799,0
10701,Wendy Mendez,Female,43,69325,0
10702,Mary Arnold,Male,44,95787,0
10703,Leslie Robinson,Male,28,98044,0
10704,Steven Hoover,Female,59,23728,0
10705,Thomas Garcia,Male,38,118536,0
10706,Joseph Reynolds,Male,26,145761,1
10707,Jason Frazier,Male,26,50295,0
10708,Melissa Smith,Female,41,106232,1
10709,Joseph Hodges,Female,21,30140,1
10710,Zachary Turner,Female,25,48127,1
10711,John Allen,Female,36,104022,0
10712,Darren Cruz,Female,46,77871,0
10713,James Barnes,Male,32,50326,1
10714,Ronnie Duncan,Female,23,12282,0
10715,Zachary Roman PhD,Male,30,64136,0
10716,Sabrina Hodges,Female,40,57169,1
10717,Sophia Henry,Male,22,80206,0
10718,Tiffany Hall,Female,45,65713,1
10719,Samuel Torres,Male,50,63314,1
10720,Jeffrey Cook,Male,26,135149,0
10721,David Harris,Male,24,84154,1
10722,Mark Jones,Male,22,146926,1
10723,Thomas Hill,Male,27,32615,1
10724,Christian Gregory,Male,29,116985,0
10725,Russell Dunlap MD,Female,30,24558,1
10726,Stephanie Wilson,Female,30,53984,1
10727,Allison Alexander,Male,24,65593,1
10728,Sara Taylor,Female,55,34463,0
10729,Caroline Jackson,Male,52,108982,0
10730,Nathaniel Nguyen,Male,51,132623,1
10731,Seth Clark,Female,53,24572,1
10732,Seth Scott,Male,57,105840,1
10733,Pamela Elliott,Female,29,77225,1
10734,Alyssa Walker,Female,53,107474,0
10735,Jeremy Goodwin,Female,50,76427,1
10736,Jessica Hernandez,Male,43,136406,0
10737,Taylor Garcia,Male,49,101621,0
10738,Susan Mcgee,Female,24,44959,1
10739,John Torres,Female,21,36247,1
10740,Dawn Tate,Male,29,43152,1
10741,Timothy Newman,Female,25,77434,0
10742,Mary Weber,Male,59,55807,0
10743,Brett Vargas MD,Female,23,71033,0
10744,Heather Harris,Female,25,20609,0
10745,John Nelson,Male,24,76013,1
10746,John Tate,Female,25,67475,0
10747,Meghan Morris,Male,37,36378,1
10748,Christina Ortiz,Female,32,11091,1
10749,Susan Rice,Male,26,28773,1
10750,Marie Kim,Female,21,88988,1
10751,David Parks,Female,32,34490,1
10752,Christopher Sanchez,Male,50,16454,0
10753,Victoria King,Female,34,132728,1
10754,James Newton,Male,33,12264,0
10755,Zachary Cole,Female,57,83406,0
10756,Candice Fowler,Male,31,128186,1
10757,Joseph Knight,Female,48,71050,0
10758,Anthony Sosa,Male,29,89468,1
10759,Kathryn Peterson,Male,53,86258,1
10760,Kyle Krause,Male,43,60509,0
10761,Alexandria Chen,Female,22,94102,0
10762,Jonathan Oliver,Male,52,117113,1
10763,Sherry Murphy,Male,25,111363,-1
10764,Cameron Woods,Male,23,14284,1
10765,Adam Wright,Female,52,120350,1
10766,Jimmy Ross,Male,57,53458,1
10767,Anthony Mcdonald Jr.,Female,28,87952,0
10768,Anthony Johnson,Male,48,40152,1
10769,David Brennan,Male,31,62246,0
10770,Elizabeth Haas,Male,54,79761,1
10771,Troy Mcneil,Female,20,10161,1
10772,Candice Francis,Male,41,57918,1
10773,Laura Love,Female,32,113776,0
10774,Jessica Phillips,Female,20,113256,0
10775,Scott Green,Female,23,80240,0
10776,Joseph Reynolds,Female,28,107835,1
10777,Gregory Hayes,Female,56,35311,0
10778,Tiffany Reyes,Female,29,46398,0
10779,Rebecca Dennis,Female,47,92124,1
10780,Amy Murphy,Male,48,108511,1
10781,Michael Miller,Female,40,137236,0
10782,Thomas Wilkerson,Male,46,42384,0
10783,Ann Dyer,Female,26,9016,0
10784,Jeffrey Williams,Male,50,148787,0
10785,Anna Roberts,Female,35,107774,0
10786,Cassandra Gill,Female,34,125280,1
10787,Travis Campbell,Female,55,53432,1
10788,Nicole Maxwell,Male,29,95188,0
10789,Carol Martin,Male,38,133281,1
10790,Stephanie Robinson MD,Female,44,56991,0
10791,Ashley Mays,Male,58,73622,0
10792,Jeremy Thomas,Male,42,58544,1
10793,Sara Rodriguez,Female,23,13028,0
10794,Brianna Pittman,Female,40,137348,0
10795,Michael Riggs,Male,58,77959,0
10796,Emily Buckley,Male,20,50405,0
10797,Tina Lucero,Female,39,58318,1
10798,Linda Flores,Female,32,131896,1
10799,Sheri Gregory,Female,20,24098,0
10800,John Maynard,Female,42,125259,1
10801,Allison Phillips,Female,25,48926,0
10802,Wayne Leonard,Male,54,110158,1
10803,Alec Cruz,Male,22,44352,0
10804,Tiffany Simon,Male,33,72081,1
10805,Alex Wolfe,Male,23,113147,1
10806,Ashley Gross,Male,49,41950,0
10807,Brooke Cruz,Male,45,123473,1
10808,Leonard Williams,Male,24,67814,0
10809,Martin Wheeler,Female,44,32243,0
10810,Barbara Bowen,Male,56,98987,0
10811,Cindy Cooper,Male,47,59844,1
10812,Russell Anderson,Female,30,82254,0
10813,Barbara Morrow,Male,31,87080,0
10814,Ms. Renee Boyd,Male,51,112146,0
10815,Kimberly Reyes,Male,58,59643,1
10816,Melissa Mendoza,Male,51,131141,1
10817,Sarah Williams,Female,30,19557,1
10818,Sandra Jones,Female,37,30198,1
10819,Jessica Griffith,Female,46,110142,0
10820,Casey Hanna,Female,40,34746,1
10821,Eric English,Male,41,10091,0
10822,Amanda White,Male,41,28608,0
10823,Nicole Suarez,Female,59,111670,0
10824,Elaine Brown,Male,20,84016,0
10825,Kayla Burton,Female,55,119035,0
10826,Geoffrey Hudson,Male,41,87651,1
10827,Erika Powers,Male,27,22615,0
10828,Ryan Klein,Male,55,42359,0
10829,Matthew Sullivan,Male,44,61444,1
10830,Susan Smith,Female,28,81274,0
10831,Kyle Hunt,Female,21,149959,-1
10832,John Brown,Female,24,88406,1
10833,Jacqueline Russell,Male,47,47730,0
10834,Patricia Hernandez,Male,37,15652,1
10835,Benjamin Cunningham,Female,39,100561,0
10836,Patty Odom,Female,32,142816,1
10837,Jessica Gonzalez,Female,45,126332,1
10838,Wesley Morales,Female,55,109215,1
10839,Sharon Lee,Female,54,25176,-1
10840,Kim Carter,Female,52,97791,0
10841,Michael Simpson,Male,27,119617,0
10842,Elizabeth Jacobson,Female,49,78270,1
10843,Charles Prince,Male,34,32061,0
10844,Andrea Jimenez,Female,22,134082,0
10845,Mark Kennedy,Female,31,106570,0
10846,Debbie Mcknight,Female,47,37568,0
10847,Debra Lee,Female,51,99701,0
10848,Thomas White,Male,46,128178,0
10849,Robert Aguirre,Female,59,69675,1
10850,Amanda Delacruz,Male,43,23757,-1
10851,Linda Shaw,Male,45,68498,1
10852,Diana Scott,Male,51,112120,0
10853,Steven Shelton,Female,52,73128,0
10854,Jennifer Cook,Male,57,78554,1
10855,Kyle Avila,Male,39,106000,0
10856,Corey Love,Female,27,98484,1
10857,Anthony Wilson,Female,31,28504,0
10858,Eric Wheeler,Male,37,95092,0
10859,Austin Avila,Female,45,29534,1
10860,Nicholas Scott,Female,41,115880,1
10861,Martin Choi,Female,41,86269,0
10862,Eric Burke,Male,39,59665,0
10863,Christopher Alvarez,Female,24,65067,0
10864,Kimberly Garcia,Female,50,41371,0
10865,Gary Jackson,Female,26,22616,0
10866,Jennifer Evans,Female,45,11089,0
10867,Vincent Clark,Male,49,76776,0
10868,Jacob Sawyer,Male,59,34509,1
10869,Donna Shelton,Male,20,147699,0
10870,Nancy Mitchell,Male,54,128794,0
10871,Jane Gutierrez,Male,32,79722,-1
10872,Peter Morrison,Female,38,12482,-1
10873,Darren Calhoun,Male,57,101104,0
10874,Deanna Farmer,Male,20,116323,0
10875,Michael Lawrence,Female,48,64237,0
10876,Jessica Fisher,Male,47,132216,1
10877,Jacqueline Meyers,Female,54,35287,0
10878,Sherri Johnson,Male,47,68382,0
10879,Megan Thompson,Female,46,107582,1
10880,Rachel Wheeler,Male,31,147530,0
10881,Nicole Keller,Female,59,47910,0
10882,Michelle Carroll,Female,40,66985,0
10883,Kimberly Kramer,Male,38,51272,1
10884,Erica Werner,Male,55,149211,1
10885,Catherine Hamilton,Female,23,60415,0
10886,Samantha Brown,Female,38,103307,0
10887,James Henry,Female,47,97133,-1
10888,Wesley Castro,Male,32,47956,0
10889,Mrs. Samantha Powell,Female,44,90576,1
10890,Christopher Pennington,Male,36,45189,0
10891,Troy Lee,Male,55,127099,0
10892,Tina Jarvis,Male,55,45272,0
10893,Kayla Thompson,Female,58,127802,1
10894,Lori Lopez,Male,38,22867,-1
10895,Sarah Cannon,Male,57,76683,1
10896,Pamela Smith,Female,44,97782,1
10897,Shane Branch,Male,39,72194,0
10898,Stephen Howell,Male,28,52249,0
10899,Melanie Wyatt,Male,47,147324,0
10900,Tiffany Welch,Female,42,106605,1
10901,Robert Thomas,Female,49,137604,1
10902,Anthony Gonzales,Male,30,54047,0
10903,Justin Benjamin,Male,59,123906,1
10904,Yvonne Jennings,Female,21,145529,0
10905,Miss Sandra Fuller,Female,49,116696,1
10906,Linda Adkins,Female,59,38275,1
10907,Jason Lee,Female,39,79829,1
10908,Billy Lopez,Female,53,32041,1
10909,Rachel Edwards,Female,42,31083,0
10910,John Parker,Male,51,102596,1
10911,Sarah Robinson,Male,34,111203,1
10912,Cathy Perry,Female,39,105814,1
10913,Kenneth Simmons,Female,33,95757,0
10914,Jill Skinner,Male,56,123320,1
10915,Douglas Martinez,Male,51,138779,1
10916,Paul Johnson,Female,36,25138,0
10917,Brian Shea,Male,47,143237,1
10918,Scott Jones,Male,26,94639,1
10919,Jerry Barton,Female,27,77768,1
10920,Paula Stanley,Female,58,84606,1
10921,Mason Jones,Female,21,79101,-1
10922,Patricia Wong,Male,20,79374,0
10923,Edward Cox,Female,39,119564,1
10924,Manuel Martinez,Female,39,149002,0
10925,Daniel Pena,Female,29,74635,0
10926,Christopher Ayers,Female,36,104005,1
10927,Paul Delgado,Female,44,39914,1
10928,Tina Stevenson,Female,39,98030,1
10929,Justin Robbins,Male,27,82057,1
10930,David Smith,Male,24,67312,0
10931,Michelle Gallagher,Female,35,113704,0
10932,Caitlin Carter,Male,37,112968,1
10933,Timothy Salinas,Female,33,24286,1
10934,Timothy Peters,Male,34,115695,0
10935,Tina Ware,Male,33,121120,1
10936,Brandon Jones,Female,22,69311,1
10937,Richard Sanchez,Female,37,107072,0
10938,Darrell Henry,Female,46,15715,1
10939,Matthew Diaz,Male,50,9646,0
10940,Justin Long,Male,36,148290,1
10941,Beth Jacobs,Female,57,118810,0
10942,Derek Blankenship,Male,50,125333,0
10943,Whitney Evans,Male,29,141317,0
10944,Ian Turner,Male,37,109202,1
10945,Matthew Williams,Male,27,82862,0
10946,Travis Gibson,Male,33,30413,0
10947,Erica Ellis,Female,22,116543,1
10948,Stephen Dixon,Male,59,143919,0
10949,Joshua Hughes,Male,29,81487,1
10950,William Clark,Female,55,107159,0
10951,Zachary Scott,Female,48,8138,0
10952,Cheyenne Booth,Male,26,66047,0
10953,Mary Abbott,Female,34,129370,1
10954,Diana Howell,Female,52,26377,0
10955,Kathleen Franco,Female,27,143923,0
10956,Jerry Young,Female,46,56697,0
10957,Jeffery Compton,Male,35,50987,0
10958,Gina Bennett,Male,31,83126,1
10959,Michael Sanders,Female,35,30480,0
10960,John Parker,Male,36,109420,0
10961,Sarah Clark,Male,39,14821,1
10962,Christy Lopez,Male,30,42591,1
10963,Jimmy Hardy,Female,42,107660,0
10964,Stephanie Morales,Male,43,61625,0
10965,Alexander Bennett,Male,58,129836,0
10966,Elizabeth Williams,Male,44,131154,1
10967,Caroline Perez,Female,55,122290,0
10968,Kimberly Parker,Female,28,122755,1
10969,Christina Kim,Male,39,52113,0
10970,Rebecca Brown,Female,24,62790,0
10971,Diane Jones,Female,22,146489,0
10972,Heather Tucker,Female,57,125544,0
10973,Paul Warner,Female,23,35085,0
10974,Heather Smith,Female,48,79499,0
10975,Melissa Watson,Male,22,108736,0
10976,Daniel Tyler,Female,54,63473,0
10977,Michael Benjamin,Male,56,89100,0
10978,Jacqueline Odonnell,Male,22,79086,0
10979,Leah Morgan,Female,48,47415,0
10980,Kari Gomez,Female,29,61069,0
10981,Billy Bell,Male,47,73800,0
10982,Jennifer Gonzalez,Male,44,141295,0
10983,Michael Mack,Female,51,89821,1
10984,Mark Washington,Male,37,134291,1
10985,Wendy Daniels,Male,44,127519,1
10986,Roberto Henry,Female,55,62692,0
10987,Michael Williams,Male,56,86969,0
10988,Nancy Wagner,Female,35,30446,0
10989,Alan Caldwell,Male,21,137730,0
10990,Nathan Cohen,Female,22,82381,0
10991,Erica Rivera,Female,33,106461,0
10992,Donald Wheeler,Female,22,94262,0
10993,Joshua Macdonald,Male,31,149700,0
10994,Melissa Robinson,Male,51,42573,0
10995,Julia Wright,Female,33,79901,0
10996,Daniel Martinez DVM,Male,50,60920,1
10997,Susan Stone,Female,23,17081,1
10998,William Delacruz,Female,40,59766,0
10999,Lisa Brown,Female,56,103336,0
11000,Jeffrey Mendez,Male,42,123772,0
